,market,products,launch_stage,activity_level,activity_verified,pageviews,team_member,founded_by,revenue_stage,revenue_through,twitter_followers,amount_raised,company_website,description,name,founded,place,crunchbase_link,ranking
69,'finance','web app',Publicly,No recent company activity detected,19 Mar 20,4100.0,7.5,'Pigly',Pre,"'b2c', 'free to use'",90,Undisclosed,https://pigly.com?ref=startuptracker,'Solve Your Personal Finances Today','Pigly',September 9 2019,San Francisco US,https://www.crunchbase.com/organization/pigly,1100000
70,"'other', 'marketing', 'startups', 'software dev'",'web app',Privately,No recent company activity detected,19 Mar 20,11.0,1.0,'Cereo',Pre,"'b2b', 'freemium', 'subscription'",11,Self,https://cereo.io?ref=startuptracker,'Cereo is a visual feedback and bug tracking tool that lets people give feedback with annotated screenshots and enriched browser data','Cereo',February 28 2020,California US,https://startuptracker.io,0
71,'finance',"'mobile app', 'web app'",Pre,High company activity detected,17 Mar 20,10200.0,7.5,'Kalshi',Pre,"'b2c', 'other'",978,Undisclosed,https://www.kalshi.com/?ref=startuptracker,'Kalshi is a platform where users trade on the outcome of different events to hedge against the risk of every day life.','Kalshi',January 10 2019,San Francisco US,https://www.crunchbase.com/organization/kalshi,463300
72,"'travel', 'hospitality'",'service',Publicly,High company activity detected,16 Mar 20,48500.0,750.5,'Blueground',Post,"'b2c', 'b2b', 'sales'",1300,$77.6m,https://www.theblueground.com?ref=startuptracker,'Beautifully furnished apartments for business professionals and individual renters looking for a turnkey living solution.','Blueground',August 1 2013,New York US,https://www.crunchbase.com/organization/blueground,98600
73,"'productivity', 'hr and recruitment', 'startups'",'web app',Publicly,High company activity detected,16 Mar 20,9100.0,30.5,'Peoplebox',Pre,"'b2b', 'other', 'freemium'",213,Undisclosed,https://www.peoplebox.ai/?ref=startuptracker,"'Helping Managers build great teams with meaningful 1-on-1s, continuous feedback, motivation & performance tracking and closing key actions'",'Peoplebox',December 10 2018,San Francisco US,https://crunchbase.com/organization/peoplebox-ai,520200
74,"'e commerce', 'marketing', 'startups', 'sales'","'other', 'service', 'web app'",Publicly,Low company activity detected,13 Mar 20,4500.0,1.0,'Rebeliance',Pre,"'b2c', 'b2b', 'other', 'commission', 'sales'",40,Undisclosed,https://rebeliance.com?ref=startuptracker,'A marketplace for entrepreneurs to discover lifetime software deals and huge discounts.','Rebeliance',November 27 2018,Oxford US,https://angel.co/rebeliance,1000000
75,"'marketing', 'big data', 'content', 'real estate'",'web app',Publicly,High company activity detected,7 Mar 20,22300.0,7.5,'Michael Leigeber',Pre,"'b2c', 'freemium', 'subscription'",1300,Undisclosed,https://www.landsearch.com?ref=startuptracker,'Discover land that works for you','LandSearch',January 1 2016,Colorado Springs US,https://www.crunchbase.com/organization/landsearch,213700
76,"'analytics', 'data', 'marketing', 'software dev'","'desktop app', 'web app'",Privately,High company activity detected,4 Mar 20,14200.0,2.0,'Apipheny',Pre,"'b2c', 'b2b', 'subscription'",37,Undisclosed,https://apipheny.io?ref=startuptracker,'Import APIs into Google Sheets without writing any scripts. Connect and import JSON and CSV APIs to Google Sheets quickly and easily.','Apipheny',January 1 2020,San Francisco US,https://www.crunchbase.com/organization/apipheny,334800
77,"'other', 'startups'","'other', 'service'",Publicly,Sourced by Startup Tracker,4 Mar 20,10000.0,2.0,'Mark Thomas',Post,"'other', 'b2c', 'free to use'",1100,Undisclosed,http://zensports.com/?ref=startuptracker,'ZenSports is a peer-to-peer sports betting marketplace.','ZenSports',September 4 2017,San Francisco US,https://www.crunchbase.com/organization/zensports,473300
78,"'design', 'finance', 'marketing', 'sales'",'service',Publicly,High company activity detected,3 Mar 20,740900.0,75.5,'SlideTeam',Pre,"'b2c', 'b2b', 'other'",489,Undisclosed,http://www.slideteam.net?ref=startuptracker,"""SlideTeam is the world's largest supplier of innovative PowerPoint content. You can get perfect PowerPoint themes, Slides & designs here.""",'SlideTeam',January 4 2005,New York US,https://www.crunchbase.com/organization/slideteam,6600
79,'other','other',Publicly,No recent company activity detected,3 Mar 20,645.0,7.5,'Cloud Aress',Pre,'other',1100,Undisclosed,https://www.cloudaress.com?ref=startuptracker,'Cloudaress specialize in implementation and integration of Salesforce Marketing Cloud with other Salesforce Clouds','CloudAress',December 31 2014,Woburn US,https://startuptracker.io,7200000
80,"'analytics', 'health', 'startups', 'medical', 'travel'","'mobile app', 'service'",Publicly,No recent company activity detected,1 Mar 20,0.0,7.5,'Christian V',Pre,"'b2c', 'other', 'free to use', 'subscription'",27,Undisclosed,http://www.ergentapp.com?ref=startuptracker,"""ERgent is an ER wait time app that uses the user's GPS plus nearby ER's average wait times and features to find quick and top medical care""",'ERgent',June 15 2019,Brooklyn US,https://www.producthunt.com/posts/ergent?utm_campaign=producthunt-api&utm_medium=api&utm_source=Application%3A+Startup+Tracker+%28ID%3A+676%29,0
81,"'advertising', 'food and beverages', 'startups', 'sales'",'web app',Privately,No recent company activity detected,1 Mar 20,770.0,2.0,'MangoCRM',Post,"'b2b', 'subscription'",19,Undisclosed,https://www.mymangocrm.com/crm-data?ref=startuptracker,'Mango is an all-in-one contact management and billing tool for small business','MangoCRM',January 1 2019,CHARLOTTE US,https://startuptracker.io,6000000
82,'insurance','web app',Publicly,No recent company activity detected,29 Feb 20,1500.0,2.0,"'Jason Chen', 'Richard Lam', 'Dwink'",Pre,"'b2c', 'free to use', 'commission'",15,Self,https://sobreezy.com/?ref=startuptracker,'Breezy helps you quickly find the best and most affordable insurance for your pets.','Breezy',October 1 2019,Irvine US,https://angel.co/company,3200000
83,"'finance', 'blockchain', 'ai'",'web app',Publicly,No recent company activity detected,28 Feb 20,0.0,1.0,,Pre,"'b2c', 'advertising', 'affiliation'",1100,Undisclosed,https://frkst.com?ref=startuptracker,"'FRKST is a 60-day Machine Learning\xa0powered Cryptocurrency\xa0Price Forecast\xa0for Bitcoin & Ethereum, generated daily.'",'FRKST',August 18 2019,San Diego US,https://startuptracker.io,0
84,'blockchain','service',Publicly,High company activity detected,27 Feb 20,4900.0,7.5,'Rohan Hall',Pre,"'b2c', 'other'",555,Undisclosed,https://www.vottun.com?ref=startuptracker,'Fostering blockchain adoption','Vottun',January 1 2018,Los Angeles US,https://www.crunchbase.com/organization/vottun,952800
85,'retail','web app',Publicly,No recent company activity detected,26 Feb 20,0.0,7.5,'Bizooy.com',Pre,"'b2b', 'subscription'",84,Undisclosed,https://bizooy.com?ref=startuptracker,'Reputation building platform used to learn about customer experiences and generate new reviews.','Bizooy',March 1 2019,Los Angeles US,https://crunchbase.com/organization/bizooy,0
86,"'analytics', 'data', 'education', 'ai'",'service',Publicly,High company activity detected,22 Feb 20,134100.0,30.5,'Product School',Pre,"'b2c', 'b2b', 'sales'",18300,Self,https://www.productschool.com/?ref=startuptracker,'Product School provides certified courses in Product Management and other digital skills to professionals across 16 campuses worldwide.','Product School',June 4 2014,San Francisco US,https://www.crunchbase.com/organization/productschool,36000
87,"'food and beverages', 'entertainment', 'events', 'travel'",'mobile app',Publicly,Low company activity detected,20 Feb 20,0.0,7.5,'evntures',Pre,"'other', 'freemium'",12,Self,https://www.evntures.com?ref=startuptracker,"'Evntures, a mobile advertising company, that facilitates the discovery of local events in major metropolitan areas.'",'Evntures',January 1 2020,San Antonio US,https://startuptracker.io,0
88,"'advertising', 'analytics', 'data', 'marketing'",'service',Publicly,No recent company activity detected,20 Feb 20,2200.0,75.5,'Christopher Jakeson',Pre,"'b2b', 'freemium'",2200000,Self,https://adsreport.io/?ref=startuptracker,'Reporting Tool for Facebook ADs','ZingFront',February 13 2016,Massachusetts US,https://producthunt.com/posts/adsreport,2200000
89,"'advertising', 'finance', 'social networks', 'startups'","'mobile app', 'web app'",Publicly,High company activity detected,20 Feb 20,44300.0,30.5,"'Majd M', 'Korash'",Pre,"'b2c', 'b2b', 'commission', 'advertising'",368,Undisclosed,https://statusmoney.com?ref=startuptracker,'Status is a social financial management app that lets you compare finances with peers and get advice from people like you..','Status Money',May 4 2016,New York US,https://www.crunchbase.com/organization/status-money,107900
90,"'advertising', 'e commerce', 'retail'",'web app',Publicly,No recent company activity detected,10 Feb 20,674.0,7.5,'Joshua Waller',Pre,"'b2b', 'freemium'",1,Self,https://accelpay.io/?ref=startuptracker,'Allow shoppers to build carts and purchase anywhere a merchant can place a QR code or NFC Tags.','accelPay',September 1 2019,New York US,https://crunchbase.com/organization/accelpay,6900000
91,"'communication', 'design', 'productivity', 'software dev'","'desktop app', 'mobile app', 'web app'",Publicly,High company activity detected,9 Feb 20,55800.0,4.0,"'Tom Medema', 'Bloomon'",Pre,"'b2c', 'b2b', 'freemium'",85900,Undisclosed,https://www.usebubbles.com?ref=startuptracker,'Annotate anywhere and work in-context with your teammates.','Bubbles',September 1 2019,San Francisco US,https://www.crunchbase.com/organization/usebubbles,85900
92,"'analytics', 'security', 'ai'",'service',Privately,Low company activity detected,6 Feb 20,1800.0,7.5,,Pre,"'b2b', 'subscription'",29,$65k,https://camdog.ai?ref=startuptracker,'We are providing video guard service with a new quality of service without human monitoring to keep your privacy','Camdog',August 2 2019,Claymont US,https://crunchbase.com/organization/camdog-inc,2600000
93,'social networks','web app',Publicly,No recent company activity detected,21 Jan 20,1200.0,1.0,'Alexander Richey',Pre,"'b2c', 'free to use'",9,Undisclosed,https://hiconvo.com?ref=startuptracker,'Convo makes planning events and sharing with your real friends easy.','Convo',October 16 2019,Seattle US,https://betalist.com/startups/convo,0
94,"'analytics', 'iot', 'blockchain', 'big data'","'desktop app', 'service', 'web app'",Privately,High company activity detected,19 Jan 20,0.0,7.5,'AnyLog',Pre,"'b2b', 'free to use', 'freemium'",131,Undisclosed,https://anylog.co?ref=startuptracker,'Building a next generation decentralized IoT platform where data owners can capture the full value of their data','AnyLog',January 1 2018,California US,https://crunchbase.com/organization/anylog,0
95,"'advertising', 'entertainment', 'events', 'social networks'","'mobile app', 'service'",Privately,No recent company activity detected,15 Jan 20,0.0,7.5,'Gaetan Ekoondo Helsen',Pre,"'b2c', 'b2b', 'free to use', 'commission', 'advertising', 'affiliation', 'subscription'",68,Undisclosed,https://www.comeclosely.com?ref=startuptracker,'Social Network based on the event industry','ComeClosely',May 24 2019,New York US,https://www.crunchbase.com/organization/comeclosely,0
96,"'analytics', 'startups', 'big data', 'real estate'","'desktop app', 'web app'",Publicly,Low company activity detected,15 Jan 20,9800.0,3.0,'Lofty AI',Pre,"'b2c', 'b2b', 'sales', 'subscription'",601,$815k,https://www.lofty.ai/?ref=startuptracker,'A.I. to predict future real estate prices','Lofty AI',May 9 2018,Oakland US,https://www.crunchbase.com/organization/lofty-ai,481300
97,"'other', 'data', 'events', 'social networks'",'mobile app',Publicly,No recent company activity detected,10 Jan 20,0.0,3.0,,Pre,"'b2b', 'free to use', 'affiliation'",1100,Undisclosed,https://leaflist.com?ref=startuptracker,'Professional networking and reputation management for the cannabis industry.','LeafList',May 15 2019,Denver US,https://crunchbase.com/organization/leaflist,0
98,"'consulting', 'governmental', 'startups', 'accounting and legal'","'desktop app', 'mobile app', 'service', 'web app'",Publicly,High company activity detected,31 Dec 19,198900.0,30.5,"'Kamil Rudnicki', 'HeySpace'",Pre,"'b2b', 'other', 'free to use', 'freemium', 'subscription'",5600,Undisclosed,http://www.timecamp.com?ref=startuptracker,'Time tracking software that improves the profitability of your projects','TimeCamp',August 15 2008,Los Angeles US,https://angel.co/timecamp,24300
99,'insurance','service',Pre,High company activity detected,29 Dec 19,3600.0,7.5,'𝑨𝒏𝒅𝒓𝒆𝒘 𝑱𝒆𝒓𝒏𝒊𝒈𝒂𝒏',Pre,"'b2c', 'b2b', 'commission', 'affiliation', 'sales'",280,Undisclosed,https://www.insurednomads.com?ref=startuptracker,'Insurance distribution and product development for nomads and expats','Insured Nomads',December 5 2019,Birmingham US,https://www.crunchbase.com/organization/insured-nomads,1300000
100,"'analytics', 'automotive', 'ai', 'software dev'","'service', 'web app'",Publicly,Low company activity detected,23 Dec 19,4500.0,1.0,"'CarsXE API', 'إبراهيم درويش | Abe Darwish'",Post,"'b2c', 'b2b', 'freemium', 'subscription'",275,Self,https://api.carsxe.com/?ref=startuptracker,"""CarsXE API's a RESTful API that provides access to millions of vehicles with specs, history, ownership cost, market value, images & more!""",'CarsXE',December 3 2019,Highland US,https://producthunt.com/posts/carsxe-api,1100000
101,"'other', 'e commerce', 'productivity'",'web app',Publicly,High company activity detected,22 Dec 19,428200.0,30.5,'Modalyst - Dropshipping Software',Post,"'b2b', 'freemium'",2700,Undisclosed,http://modalyst.co/?ref=startuptracker,'Dropshipping automation software for ecommerce','Modalyst',September 14 2012,San Francisco US,https://www.crunchbase.com/organization/modalyst,11400
102,"'security', 'real estate'",'service',Publicly,High company activity detected,18 Dec 19,0.0,75.5,'Narrow Security',Pre,"'b2c', 'sales'",1,Undisclosed,https://www.narrowsecurity.com/?ref=startuptracker,'Narrow Security Inc provides Fire Guard Services and Security Guard Services across the US.','Narrow Security',December 27 2019,New York US,https://crunchbase.com/organization/neil-ahmadi,0
103,"'e commerce', 'finance'","'desktop app', 'mobile app'",Publicly,High company activity detected,18 Dec 19,23800.0,7.5,"'OneGold', 'APMEX', 'Sprott Asset Management'",Pre,"'b2c', 'other'",939,Undisclosed,https://www.onegold.com?ref=startuptracker,"'ONEGOLD is a marketplace where you can buy, sell, redeem and fully manage your precious metals with as little as $1.'",'OneGold',January 1 2019,Oklahoma City US,https://crunchbase.com/organization/onegold,200200
104,"'education', 'hr and recruitment', 'ai'","'mobile app', 'web app'",Privately,Sourced by Startup Tracker,12 Dec 19,11800.0,7.5,,Pre,"'b2c', 'free to use'",401400,Undisclosed,https://mrsimon.ai?ref=startuptracker,'Mr. Simon is an artificial career coach','Mr. Simon',June 1 2019,Hillsborough US,https://startuptracker.io,401400
105,"'e commerce', 'real estate'","'physical goods', 'service'",Publicly,High company activity detected,12 Dec 19,38300.0,7.5,"'Sib Mahapatra', 'Greg Hayes', 'Verity Sylvester', 'Redfin', 'Breather', 'redfin'",Post,"'b2b', 'sales'",518,Undisclosed,https://www.branchfurniture.com?ref=startuptracker,"'Flexible, beautiful office furniture for growing companies'",'Branch',September 15 2019,New York City US,https://www.crunchbase.com/organization/bureauwork,124700
106,"'other', 'marketing', 'startups', 'ai'",'web app',Publicly,High company activity detected,8 Dec 19,714.0,2.0,'Sebastian Hovv',Pre,"'b2b', 'subscription'",1100,Self,https://selfseo.co?ref=startuptracker,'Simple do-it-yourself SEO for startups + small business.','Self SEO',January 2 2019,Los Angeles US,https://producthunt.com/posts/self-seo,6500000
