entity_name,primary_issuer_city,primary_issuer_state_or_country_description,industry_group_type,total_investors
"a-sou-13-fund, a series of ax-rivres-funds, llc",salt lake city,utah,pooled investment fund,16
"a-but-24-fund, a series of abstract ventures special opportunities, llc",salt lake city,utah,pooled investment fund,15
"a-dhd-27-pr-fund, a series of ax-rn-funds, llc",salt lake city,utah,pooled investment fund,48
acm 2017 private investment i,new york,new york,pooled investment fund,8
"a-ccj-17-fund, a series of angellist-ic-funds, llc",salt lake city,utah,pooled investment fund,31
"a-ckp-14-fund, a series of ax-bape-funds, lp",ottawa,"ontario, canada",pooled investment fund,19
ashwood 2017 private investment ii - bwaf,new york,new york,pooled investment fund,13
"a-ihx-27-fund, a series of ax-bape-funds, llc",salt lake city,utah,pooled investment fund,75
"spruce, a series of notation capital funds, lp",salt lake city,utah,pooled investment fund,2
"a-swd-18-fund, a series of ax-joel-funds, llc",salt lake city,utah,pooled investment fund,8
"a-pvl-12-fund, a series of ax-bape-funds, lp",ottawa,"ontario, canada",pooled investment fund,32
"a-kma-17-fund, a series of ax-rivres-funds, llc",salt lake city,utah,pooled investment fund,19
braven spv i llc,salt lake city,utah,pooled investment fund,17
"key biologics holdings, llc",memphis,tennessee,other,2
ashwood 2018 private investment ii - elephant ii series,new york,new york,pooled investment fund,5
"all pro fulshear, lllp",colorado springs,colorado,commercial,30
ashwood capital allocation program llc - acm 2017 - real estate series,new york,new york,pooled investment fund,11
ashwood capital allocation program llc - global equity series,new york,new york,pooled investment fund,6
ashwood capital allocation program llc - hedge fund series,new york,new york,pooled investment fund,3
"all pro windsor, lllp",denver,colorado,commercial,21
buttonwood alpha qp fund llc rani series iii,new york,new york,pooled investment fund,1
ashwood 2018 private investment i - grab series,new york,new york,pooled investment fund,7
ashwood 2017 real estate ii - acre iii,new york,new york,pooled investment fund,8
ashwood 2017 private investment iii - pg,new york,new york,pooled investment fund,3
"sands capital private growth fund iii, l.p.",arlington,virginia,pooled investment fund,55
"celebrity financial, inc.",st. thomas,"virgin islands, u.s.",other banking and financial services,0
"wilkinson properties fund 15, llc",yakima,washington,other real estate,0
pacific private equity opportunities fund ii l.p.,newport beach,california,pooled investment fund,11
pacific private feeder fund ii lp,newport beach,california,pooled investment fund,6
"bridgewater optimal portfolio@12, ltd.",grand cayman,cayman islands,pooled investment fund,0
"hopdrop, llc",houston,texas,other,2
"vision hill advisors, llc",new york,new york,other technology,0
silverfleet european development fund scsp,london,united kingdom,pooled investment fund,0
in'tech participations,rang-du-fliers,france,other,5
"heroic ventures formation fund i, l.p.",palo alto,california,pooled investment fund,0
"ggcircuit, llc",terre haute,indiana,other technology,1
"civicscape, llc",chicago,illinois,other technology,2
"ofs ssmh ci, lp",houston,texas,pooled investment fund,1
"golub capital partners international rollover fund 2, l.p.",grand cayman,cayman islands,pooled investment fund,129
"golub capital partners international 12, l.p.",grand cayman,cayman islands,pooled investment fund,8
"golub capital partners rollover fund 2, l.p.",chicago,illinois,pooled investment fund,300
"golub capital partners 12, l.p.",chicago,illinois,pooled investment fund,16
"luminate capital partners ii-a, lp",san francisco,california,pooled investment fund,0
"luminate capital partners ii, lp",san francisco,california,pooled investment fund,0
"voloridge fund, ltd.",grand cayman,cayman islands,pooled investment fund,0
"voloridge fund, lp",jupiter,florida,pooled investment fund,0
"mi vida wharf, llc",washington,district of columbia,restaurants,31
1232 e virginia avenue llc,phoenix,arizona,commercial,0
scp private corporate lending fund l.p.,new york,new york,pooled investment fund,0
sdp special situations llc - series b,san francisco,california,pooled investment fund,14
"ares us real estate ix employee co-invest, l.p.",los angeles,california,pooled investment fund,0
"carpenter ridge group, llc",denver,colorado,other real estate,6
"scale venture partners vi, l.p.",foster city,california,pooled investment fund,54
hi technologies holding ltd.,"curitiba, parana",brazil,other technology,3
"4375 cascade, llc",huntington,new york,other real estate,46
"mission bay capital iii, l.p.",san francisco,california,pooled investment fund,24
"fvc2 p, llc, a series of proof master i, llc",reston,virginia,pooled investment fund,18
"taxtoken, inc.",virginia beach,virginia,other technology,1
"a-krd-14-fund, a series of abstract ventures special opportunities, llc",salt lake city,utah,pooled investment fund,8
"a-ooc-19-pr-fund, a series of abstract ventures special opportunities, llc",salt lake city,utah,pooled investment fund,17
"a-mlz-19-fund, a series of ax-rivres-funds, llc",salt lake city,utah,pooled investment fund,13
"a-afg-17-fund, a series of ax-srkr-funds, llc",salt lake city,utah,pooled investment fund,22
"a-sbr-17-fund, a series of survival economics companies investments, llc",salt lake city,utah,pooled investment fund,16
"a-stw-19-fund, a series of angellist-er-funds, llc",salt lake city,utah,pooled investment fund,34
"a-scx-23-fund, a series of ax-amrena-funds, llc",salt lake city,utah,pooled investment fund,10
"a-lkg-27-fund, a series of ax-an-funds, lp",ottawa,"ontario, canada",pooled investment fund,13
"a-dcr-38-pr-fund, a series of angellist-precursor-funds, llc",salt lake city,utah,pooled investment fund,8
"a-sqn-21-fund, a series of ax-wies-funds, llc",salt lake city,utah,pooled investment fund,35
"a-sij-19-fund, a series of ax-wies-funds, llc",salt lake city,utah,pooled investment fund,45
"a-tjv-17-pr-fund, a series of angellist-thte-funds, llc",salt lake city,utah,pooled investment fund,16
"silver lake alpine (offshore), l.p.",menlo park,california,pooled investment fund,0
"silver lake alpine, l.p.",menlo park,california,pooled investment fund,0
"patria infrastructure fund iv, l.p.",new york,new york,pooled investment fund,6
"patria infrastructure fund iv feeder, l.p.",new york,new york,pooled investment fund,3
spark neuro inc.,new york,new york,other technology,26
"omnity, inc.",menlo park,california,other technology,0
smpi bordeaux spv 3 llc,dover,delaware,investing,35
"disqo, inc.",glendale,california,other technology,6
blackstone energy partners iii (lux) scsp,new york,new york,pooled investment fund,0
"sway ventures logistics ii, lp",san francisco,california,pooled investment fund,3
blackstone energy partners iii l.p.,new york,new york,pooled investment fund,0
pimco commodity risk premia onshore fund l.p.,newport beach,california,pooled investment fund,0
"sound ventures ii, l.p.",beverly hills,california,pooled investment fund,0
"cobblestone private credit fund, lp",conshohocken,pennsylvania,pooled investment fund,12
pimco commodity risk premia offshore fund ltd.,newport beach,california,pooled investment fund,2
brookfield premier real estate partners australia,sydney,australia,pooled investment fund,0
"sunnyvale tx real estate holdings, llc",dallas,texas,commercial,5
beach point ipa-di lp,santa monica,california,pooled investment fund,0
beach point ipa-oc lp,santa monica,california,pooled investment fund,0
"genbanc, inc.",genoa,ohio,commercial banking,0
roundpoint mortgage servicing corp,charlotte,north carolina,other banking and financial services,11
international autonomous machines llc,cincinnati,ohio,other technology,2
sandymount technologies corp,somerville,massachusetts,other technology,31
"owl ventures iii, l.p.",san francisco,california,pooled investment fund,0
"cloud angel capital partners iii, l.p.",george town,cayman islands,pooled investment fund,0
climate impact solutions fund (cayman) lp,west conshohocken,pennsylvania,pooled investment fund,1
"hsrep vii co-investment , l.p.",chicago,illinois,pooled investment fund,0
corey moffitt trust,charlotte,north carolina,other,0
"harrison street real estate partners vii-a , l.p.",chicago,illinois,pooled investment fund,0
yellowfin-marriott residence inn manchester nh llc,boston,massachusetts,commercial,13
"oaktree strategic income ii, inc.",los angeles,california,pooled investment fund,751
"watermark lodging investors, llc",chicago,illinois,other real estate,1
"yunfeng fund iii, l.p.",hong kong,china,pooled investment fund,51
melvin brewing san diego llc,san diego,california,restaurants,12
"gen mobile, inc.",redondo beach,california,telecommunications,5
faire inc.,austin,texas,other technology,5
nerveco ltd,"road town, tortola","virgin islands, british",other technology,3
pathovax llc,baltimore,maryland,biotechnology,2
roam global fund lp,new york,new york,pooled investment fund,22
"trivium strategic capital, llc",austin,texas,other real estate,0
south sound entitlements llc,tacoma,washington,other real estate,5
"recovree, inc.",st. paul,minnesota,other health care,5
calico real estate ii lp,conshohocken,pennsylvania,commercial,38
"blue ocean fund, lp",grand rapids,michigan,pooled investment fund,0
"meenta, inc.",boston,massachusetts,other technology,8
"wonder arcadia, llc, a series of proof master i, llc",reston,virginia,pooled investment fund,8
route four llc,newport beach,california,retailing,30
"brownsville surgicenter, llc",nashville,tennessee,other health care,1
melvin brewing eureka llc,eureka,missouri,restaurants,10
seekops inc.,pasadena,california,other technology,11
"caz private equity ownership fund ii, l.p.",houston,texas,pooled investment fund,12
"pmof special situations private credit cayman fund te, lp",grand cayman,cayman islands,pooled investment fund,0
arapaho springs real estate fund lp,boulder,colorado,pooled investment fund,36
"cape cod income fund, llc",chatham,massachusetts,investing,1
maroon peaks private equity fund ix lp,boulder,colorado,pooled investment fund,26
gso jasmine partners lp,new york,new york,pooled investment fund,0
"senior living fund v usa, llc",lenexa,kansas,other real estate,1
"waypoint zi txa&m st investors, lp",stamford,connecticut,other real estate,83
"life electric vehicles, inc.",deerfield beach,florida,retailing,1
"waypoint walcott denver investors, lp",stamford,connecticut,other real estate,57
"p2 capital fund ii, a series of git push master, llc",salt lake city,utah,pooled investment fund,23
makeup america! inc.,washington,district of columbia,retailing,0
"robotics hub co-investment 1-d, lp",pittsburgh,pennsylvania,pooled investment fund,3
bioniclogic inc,santa monica,california,other technology,5
ascendancy capital partners lp,austin,texas,pooled investment fund,0
"shingle acquisition holdings, inc.",mckinney,texas,other,59
"saviynt, inc.",el segundo,california,other technology,3
"starboard apothecare, llc",southport,connecticut,pooled investment fund,15
ahren lp,london,united kingdom,pooled investment fund,0
ldcm proprietary alpha fund llc,new canaan,connecticut,pooled investment fund,3
elementus inc.,new york,new york,other technology,10
six points west apartments llc,milwaukee,wisconsin,residential,41
